IS_WORKDAY,O_DATA,O_HOUR,O_LINENO,O_MAXSTOP,O_ORDER,O_TERMINALNO,O_UP,O_WEATHER,O_WEEKDAY,after_stop,after_time,after_up,before_stop,before_time,before_up,predHour,predRelative,pred_end_stop_ID,pred_start_stop_ID,time_delta
True,10-27,11,665,40,232,906087,0,0,5,15,25207.0,1,30,21517.0,0,11:00:00,21600.0,38,30,83.0
True,10-27,11,8,19,234,906920,1,0,5,19,25204.0,1,4,21579.0,1,11:00:00,21600.0,18,4,21.0
True,10-27,13,878,44,235,905856,1,0,5,44,32407.0,1,15,28752.0,1,13:00:00,28800.0,43,15,48.0
True,10-27,9,707,25,245,905924,1,0,5,3,18009.0,0,2,14193.0,1,9:00:00,14400.0,24,2,207.0
True,10-27,17,595,19,249,904005,1,0,5,19,46804.0,1,2,43133.0,1,17:00:00,43200.0,18,2,67.0
True,10-27,15,7052,54,257,903548,0,0,5,19,39605.0,1,45,35822.0,0,15:00:00,36000.0,52,45,178.0
True,10-27,21,12,31,270,901793,1,0,5,45,35822.0,0,12,57535.0,1,21:00:00,57600.0,28,12,65.0
True,10-27,15,652,85,275,903902,0,0,5,73,39601.0,0,40,35876.0,0,15:00:00,36000.0,72,40,124.0
True,10-27,21,656,38,279,904177,1,0,5,40,35876.0,0,29,57556.0,1,21:00:00,57600.0,34,29,44.0
True,10-27,17,55002,17,280,906073,1,0,5,8,46809.0,0,8,43060.0,1,17:00:00,43200.0,15,8,140.0
True,10-27,13,6012,40,282,902583,0,0,5,27,32406.0,0,2,28781.0,0,13:00:00,28800.0,26,2,19.0
True,10-27,9,840,36,289,903107,0,0,5,7,18004.0,1,21,14345.0,0,9:00:00,14400.0,35,21,55.0
True,10-27,19,804,26,295,905248,1,0,5,21,14345.0,0,17,50204.0,1,19:00:00,50400.0,25,17,196.0
True,10-27,19,860,42,304,901837,0,0,5,30,54007.0,0,4,50336.0,0,19:00:00,50400.0,29,4,64.0
True,10-27,9,629,53,315,901585,0,0,5,9,18003.0,1,42,14384.0,0,9:00:00,14400.0,52,42,16.0
True,10-27,17,34,26,322,912360,1,0,5,7,46800.0,0,4,43161.0,1,17:00:00,43200.0,25,4,39.0
True,10-27,21,698,43,331,902361,1,0,5,4,43161.0,1,32,57517.0,1,21:00:00,57600.0,42,33,83.0
True,10-27,7,660,34,337,905285,1,0,5,34,10805.0,1,15,7072.0,1,7:00:00,7200.0,33,15,128.0
True,10-27,13,954,42,345,907426,0,0,5,9,32403.0,1,26,28768.0,0,13:00:00,28800.0,40,26,32.0
True,10-27,11,840,36,346,903097,1,0,5,2,25203.0,0,17,21500.0,1,11:00:00,21600.0,35,17,100.0
True,10-27,7,1,31,354,904648,1,0,5,30,10805.0,1,8,7184.0,1,7:00:00,7200.0,29,8,16.0
True,10-27,13,907,34,359,905519,1,0,5,9,32407.0,0,14,28682.0,1,13:00:00,28800.0,32,14,118.0
True,10-27,19,711,47,370,906945,0,0,5,46,54004.0,0,26,50350.0,0,19:00:00,50400.0,45,26,50.0
True,10-27,7,706,50,371,922520,1,0,5,46,10802.0,1,18,7166.0,1,7:00:00,7200.0,45,18,34.0
True,10-27,17,850,39,383,906791,1,0,5,39,46808.0,1,14,42945.0,1,17:00:00,43200.0,38,14,255.0
True,10-27,15,846,40,394,921901,0,0,5,38,39604.0,0,10,35941.0,0,15:00:00,36000.0,37,10,59.0
True,10-27,19,859,62,400,900475,0,0,5,2,54002.0,1,37,50353.0,0,19:00:00,50400.0,61,37,47.0
True,10-27,15,701,17,410,903021,1,0,5,8,39608.0,0,6,35978.0,1,15:00:00,36000.0,16,6,22.0
True,10-27,9,672,39,447,902502,0,0,5,39,18000.0,0,23,14394.0,0,9:00:00,14400.0,38,23,6.0
True,10-27,19,153,21,449,904130,1,0,5,15,54006.0,0,5,50354.0,1,19:00:00,50400.0,20,5,46.0
True,10-27,11,910,20,451,905538,0,0,5,16,39600.0,1,11,21525.0,0,11:00:00,21600.0,18,11,75.0
True,10-27,11,619,44,457,904720,0,0,5,44,25202.0,0,27,21445.0,0,11:00:00,21600.0,43,27,155.0
True,10-27,7,682,31,460,906109,0,0,5,27,10806.0,0,3,7196.0,0,7:00:00,7200.0,26,3,4.0
True,10-27,17,4592,44,470,900139,1,0,5,8,46806.0,0,36,43035.0,1,17:00:00,43200.0,44,36,165.0
True,10-27,7,678,35,482,904321,0,0,5,26,10807.0,0,8,7198.0,0,7:00:00,7200.0,25,8,2.0
True,10-27,19,705,69,500,907372,1,0,5,53,54001.0,1,22,50388.0,1,19:00:00,50400.0,52,22,12.0
True,10-27,19,61101,26,505,902013,0,0,5,22,50388.0,1,12,50320.0,0,19:00:00,50400.0,18,12,80.0
True,10-27,21,639,37,522,901816,0,0,5,12,50320.0,0,24,57427.0,0,21:00:00,57600.0,34,24,173.0
True,10-27,9,628,53,526,902263,0,0,5,8,18008.0,1,42,14385.0,0,9:00:00,14400.0,52,42,15.0
True,10-27,15,367,20,532,905602,1,0,5,16,39609.0,0,6,35958.0,1,15:00:00,36000.0,19,6,42.0
True,10-27,15,675,40,538,905230,1,0,5,40,39602.0,1,18,35976.0,1,15:00:00,36000.0,39,18,24.0
True,10-27,11,668,42,541,900873,0,0,5,37,25207.0,0,28,21521.0,0,11:00:00,21600.0,36,28,79.0
True,10-27,15,592,26,556,906719,1,0,5,23,39600.0,1,18,35889.0,1,15:00:00,36000.0,22,18,111.0
True,10-27,19,868,37,560,900841,1,0,5,28,54008.0,1,6,50384.0,1,19:00:00,50400.0,27,6,16.0
True,10-27,13,717,12,571,901008,0,0,5,11,32408.0,0,4,28788.0,0,13:00:00,28800.0,10,4,12.0
True,10-27,15,48,50,578,906235,0,0,5,40,39607.0,0,15,35883.0,0,15:00:00,36000.0,39,15,117.0
True,10-27,15,61102,51,579,906361,1,0,5,47,39606.0,1,19,35985.0,1,15:00:00,36000.0,46,19,15.0
True,10-27,9,97,24,580,921461,0,0,5,10,18009.0,1,16,14338.0,0,9:00:00,14400.0,23,16,62.0
True,10-27,7,1,31,586,902746,0,0,5,7,10809.0,1,5,7172.0,0,7:00:00,7200.0,30,5,28.0
True,10-27,9,666,19,609,901519,1,0,5,16,18006.0,1,2,14300.0,1,9:00:00,14400.0,15,2,100.0
True,10-27,21,861,40,614,905906,0,0,5,2,14300.0,1,10,57524.0,0,21:00:00,57600.0,37,11,76.0
True,10-27,19,638,34,616,901084,1,0,5,10,57524.0,0,34,50377.0,1,19:00:00,50400.0,45,34,23.0
True,10-27,9,850,39,618,906790,1,0,5,10,18007.0,0,33,14267.0,1,9:00:00,14400.0,38,34,133.0
True,10-27,15,663,34,620,900174,0,0,5,5,39603.0,1,11,35991.0,0,15:00:00,36000.0,32,11,9.0
True,10-27,17,676,50,621,904677,0,0,5,28,46803.0,0,8,43181.0,0,17:00:00,43200.0,27,8,19.0
True,10-27,13,6001,26,622,900308,1,0,5,2,32403.0,0,14,28714.0,1,13:00:00,28800.0,21,14,86.0
True,10-27,17,9,26,624,921488,1,0,5,13,46800.0,0,19,43155.0,1,17:00:00,43200.0,25,19,45.0
True,10-27,7,214,29,626,900427,1,0,5,12,10800.0,0,17,7146.0,1,7:00:00,7200.0,28,17,54.0
True,10-27,19,907,34,628,905527,0,0,5,17,7146.0,1,18,50316.0,0,19:00:00,50400.0,33,18,84.0
True,10-27,11,662,43,629,900635,1,0,5,39,25205.0,1,9,21595.0,1,11:00:00,21600.0,38,9,5.0
True,10-27,15,6011,36,631,904521,0,0,5,10,39600.0,1,28,35922.0,0,15:00:00,36000.0,34,28,78.0
True,10-27,9,662,43,636,900626,1,0,5,6,35952.0,0,19,14321.0,1,9:00:00,14400.0,41,19,79.0
True,10-27,15,6002,30,637,900339,1,0,5,30,39608.0,1,17,35940.0,1,15:00:00,36000.0,29,17,60.0
True,10-27,7,563,30,639,907016,1,0,5,11,10800.0,0,22,7032.0,1,7:00:00,7200.0,29,22,168.0
True,10-27,17,659,65,644,905933,1,0,5,26,46804.0,1,10,42944.0,1,17:00:00,43200.0,25,10,256.0
True,10-27,15,868,37,649,906242,1,0,5,37,39605.0,1,26,35945.0,1,15:00:00,36000.0,36,26,55.0
True,10-27,7,662,43,654,900627,0,0,5,34,10802.0,0,13,7112.0,0,7:00:00,7200.0,33,13,88.0
True,10-27,11,686,62,657,906037,1,0,5,40,25200.0,1,13,21567.0,1,11:00:00,21600.0,37,13,33.0
True,10-27,9,649,20,658,912382,0,0,5,20,18008.0,1,15,14327.0,0,9:00:00,14400.0,19,15,73.0
True,10-27,11,656,38,680,902346,1,0,5,2,25201.0,0,7,21522.0,1,11:00:00,21600.0,34,7,78.0
True,10-27,11,813,25,689,906634,0,0,5,12,25206.0,1,12,21347.0,0,11:00:00,21600.0,24,12,253.0
True,10-27,17,953,31,699,921684,1,0,5,31,46808.0,1,2,43071.0,1,17:00:00,43200.0,30,2,129.0
True,10-27,17,606,41,708,900486,1,0,5,31,46803.0,1,11,43182.0,1,17:00:00,43200.0,30,11,18.0
True,10-27,11,837,30,712,905357,1,0,5,19,25209.0,0,16,21587.0,1,11:00:00,21600.0,27,16,13.0
True,10-27,13,878,44,726,905868,0,0,5,42,32405.0,0,18,28723.0,0,13:00:00,28800.0,41,18,77.0
True,10-27,17,911,34,728,907285,0,0,5,33,46803.0,0,13,43142.0,0,17:00:00,43200.0,32,13,58.0
True,10-27,19,12,31,756,901798,1,0,5,11,54004.0,0,9,50358.0,1,19:00:00,50400.0,28,9,42.0
True,10-27,19,607,43,764,906354,0,0,5,9,50358.0,1,31,50250.0,0,19:00:00,50400.0,42,31,150.0
True,10-27,19,6012,38,767,902575,0,0,5,36,54002.0,0,23,50302.0,0,19:00:00,50400.0,35,23,98.0
True,10-27,11,871,41,768,902815,0,0,5,8,25201.0,1,27,21570.0,0,11:00:00,21600.0,40,27,30.0
True,10-27,19,735,25,771,900555,0,0,5,16,54006.0,0,15,50313.0,0,19:00:00,50400.0,24,15,87.0
True,10-27,9,813,25,773,906626,0,0,5,25,18007.0,0,10,14340.0,0,9:00:00,14400.0,24,10,60.0
True,10-27,17,681,36,784,907254,0,0,5,35,46801.0,0,30,43084.0,0,17:00:00,43200.0,34,30,116.0
True,10-27,15,700,38,803,905623,1,0,5,30,39608.0,1,2,32598.0,1,15:00:00,36000.0,29,2,3402.0
True,10-27,9,669,41,805,931244,1,0,5,18,18005.0,0,32,14274.0,1,9:00:00,14400.0,39,32,126.0
True,10-27,7,906,40,807,906786,0,0,5,39,10800.0,0,16,7097.0,0,7:00:00,7200.0,37,16,103.0
True,10-27,7,212,26,814,903976,0,0,5,9,10801.0,0,10,7160.0,0,7:00:00,7200.0,25,10,40.0
True,10-27,11,829,29,815,903417,0,0,5,28,25208.0,0,15,21587.0,0,11:00:00,21600.0,27,15,13.0
True,10-27,7,92,24,823,921659,1,0,5,2,10801.0,0,11,7127.0,1,7:00:00,7200.0,20,11,73.0
True,10-27,11,841,43,828,900867,1,0,5,16,25206.0,0,31,21481.0,1,11:00:00,21600.0,41,31,119.0
True,10-27,11,850,39,833,906988,0,0,5,39,25205.0,0,22,21514.0,0,11:00:00,21600.0,38,22,86.0
True,10-27,7,402,27,840,900147,1,0,5,27,10802.0,1,10,7175.0,1,7:00:00,7200.0,26,10,25.0
True,10-27,7,599,20,855,904885,0,0,5,4,10804.0,1,3,7175.0,0,7:00:00,7200.0,19,3,25.0
True,10-27,21,1,31,868,902747,1,0,5,3,7175.0,0,23,57565.0,1,21:00:00,57600.0,29,23,35.0
True,10-27,15,838,45,878,921507,1,0,5,2,39606.0,0,22,35992.0,1,15:00:00,36000.0,44,22,8.0
True,10-27,15,706,50,881,906553,1,0,5,47,39602.0,1,7,35971.0,1,15:00:00,36000.0,46,7,29.0
True,10-27,11,857,39,884,904019,1,0,5,38,25206.0,1,13,21548.0,1,11:00:00,21600.0,37,13,52.0
True,10-27,7,841,43,888,902928,0,0,5,10,10804.0,1,28,7116.0,0,7:00:00,7200.0,42,28,84.0
True,10-27,11,646,36,889,906959,0,0,5,22,25208.0,1,30,21582.0,0,11:00:00,21600.0,35,30,18.0
True,10-27,19,681,36,901,962605,1,0,5,30,21582.0,0,28,50255.0,1,19:00:00,50400.0,34,28,145.0
True,10-27,17,634,35,905,912235,0,0,5,35,55434.0,0,17,43182.0,0,17:00:00,43200.0,34,17,18.0
True,10-27,9,912,36,909,904372,1,0,5,31,18003.0,1,11,14399.0,1,9:00:00,14400.0,30,11,1.0
True,10-27,19,838,45,913,921508,1,0,5,45,54005.0,1,14,50199.0,1,19:00:00,50400.0,44,14,201.0
True,10-27,11,842,29,923,900976,0,0,5,29,25201.0,0,12,21300.0,0,11:00:00,21600.0,28,12,300.0
True,10-27,17,806,35,926,906529,0,0,5,11,46808.0,1,25,42832.0,0,17:00:00,43200.0,34,25,368.0
True,10-27,15,662,43,927,900645,1,0,5,37,39603.0,1,8,35903.0,1,15:00:00,36000.0,36,8,97.0
True,10-27,13,185,31,929,905691,0,0,5,7,32400.0,1,24,28598.0,0,13:00:00,28800.0,30,24,202.0
True,10-27,17,868,37,934,906239,0,0,5,26,46803.0,0,11,43152.0,0,17:00:00,43200.0,25,11,48.0
True,10-27,11,872,47,937,902284,0,0,5,47,25202.0,0,42,21531.0,0,11:00:00,21600.0,46,42,69.0
True,10-27,15,30,24,939,905294,0,0,5,9,39609.0,1,19,35937.0,0,15:00:00,36000.0,23,19,63.0
True,10-27,13,622,50,960,906897,0,0,5,48,32405.0,0,27,28679.0,0,13:00:00,28800.0,47,27,121.0
True,10-27,15,185,31,962,905674,0,0,5,2,39600.0,1,15,35891.0,0,15:00:00,36000.0,30,15,109.0
True,10-27,19,213,33,969,903947,0,0,5,15,35891.0,0,27,50375.0,0,19:00:00,50400.0,32,27,25.0
True,10-27,21,6012,40,983,902579,1,0,5,27,50375.0,0,20,57572.0,1,21:00:00,57600.0,39,20,28.0
True,10-27,17,675,40,990,905230,0,0,5,20,57572.0,1,24,43057.0,0,17:00:00,43200.0,39,24,143.0
True,10-27,7,872,47,992,902308,0,0,5,33,10807.0,0,16,7019.0,0,7:00:00,7200.0,32,16,181.0
True,10-27,9,732,16,994,900501,1,0,5,12,18006.0,0,2,12884.0,1,9:00:00,14400.0,15,3,1516.0
True,10-27,17,533,28,1005,900676,1,0,5,7,46807.0,0,2,41143.0,1,17:00:00,43200.0,27,2,2057.0
True,10-27,17,1,31,1008,904647,0,0,5,25,46980.0,0,5,43097.0,0,17:00:00,43200.0,24,5,103.0
True,10-27,19,673,44,1017,900204,0,0,5,27,54003.0,0,3,50331.0,0,19:00:00,50400.0,26,3,69.0
True,10-27,13,804,26,1018,911511,0,0,5,24,32405.0,0,12,28742.0,0,13:00:00,28800.0,23,12,58.0
True,10-27,9,826,50,1023,907036,0,0,5,48,18005.0,0,24,14357.0,0,9:00:00,14400.0,47,24,43.0
True,10-27,19,855,47,1024,904642,1,0,5,38,54004.0,1,13,50294.0,1,19:00:00,50400.0,37,13,106.0
True,10-27,15,634,35,1028,912243,0,0,5,7,39608.0,1,17,35924.0,0,15:00:00,36000.0,34,17,76.0
True,10-27,9,675,40,1029,905229,1,0,5,35,18004.0,1,15,14293.0,1,9:00:00,14400.0,33,15,107.0
True,10-27,17,806,35,1060,906535,0,0,5,35,46802.0,0,11,43155.0,0,17:00:00,43200.0,24,11,45.0
True,10-27,19,855,47,1070,904641,1,0,5,47,54009.0,1,27,50316.0,1,19:00:00,50400.0,46,27,84.0
True,10-27,13,961,37,1072,903086,1,0,5,24,32400.0,0,31,28675.0,1,13:00:00,28800.0,35,31,125.0
True,10-27,19,850,39,1076,906817,1,0,5,33,54004.0,1,2,50264.0,1,19:00:00,50400.0,32,2,136.0
True,10-27,11,855,47,1089,902390,1,0,5,47,32409.0,1,36,21574.0,1,11:00:00,21600.0,46,36,26.0
True,10-27,15,607,43,1095,906336,1,0,5,36,39605.0,1,8,35952.0,1,15:00:00,36000.0,35,8,48.0
True,10-27,13,607,43,1097,906355,0,0,5,43,32409.0,0,25,28747.0,0,13:00:00,28800.0,42,25,53.0
True,10-27,13,903,34,1112,906213,1,0,5,2,32402.0,0,29,28798.0,1,13:00:00,28800.0,33,29,2.0
True,10-27,7,826,50,1119,907089,0,0,5,48,10809.0,0,39,7157.0,0,7:00:00,7200.0,47,39,43.0
True,10-27,9,676,50,1129,904697,1,0,5,50,18002.0,1,27,14355.0,1,9:00:00,14400.0,49,27,45.0
True,10-27,11,678,35,1136,904321,0,0,5,11,25200.0,1,24,21554.0,0,11:00:00,21600.0,33,24,46.0
True,10-27,9,856,42,1148,906692,0,0,5,6,18008.0,1,29,14314.0,0,9:00:00,14400.0,41,29,86.0
True,10-27,19,649,20,1164,912378,1,0,5,20,54009.0,1,7,50354.0,1,19:00:00,50400.0,19,7,46.0
True,10-27,17,402,27,1165,900130,1,0,5,2,46807.0,0,11,43184.0,1,17:00:00,43200.0,26,11,16.0
True,10-27,7,865,33,1169,907349,1,0,5,11,10806.0,0,28,7101.0,1,7:00:00,7200.0,32,28,99.0
True,10-27,19,8,19,1172,906927,1,0,5,2,54004.0,0,5,50323.0,1,19:00:00,50400.0,18,5,77.0
True,10-27,19,685,44,1190,902529,0,0,5,44,54004.0,0,32,50364.0,0,19:00:00,50400.0,43,32,36.0
True,10-27,17,705,69,1194,900801,1,0,5,68,46806.0,1,53,43197.0,1,17:00:00,43200.0,67,53,3.0
True,10-27,11,665,39,1195,906086,0,0,5,19,25206.0,1,30,21492.0,0,11:00:00,21600.0,38,30,108.0
True,10-27,7,47,52,1198,906228,0,0,5,9,10808.0,0,43,7077.0,0,7:00:00,7200.0,51,43,123.0
True,10-27,7,832,30,1203,903481,0,0,5,16,10800.0,1,22,7069.0,0,7:00:00,7200.0,28,22,131.0
True,10-27,19,459,45,1204,905401,1,0,5,14,54003.0,0,39,50367.0,1,19:00:00,50400.0,44,39,33.0
True,10-27,9,879,39,1208,900396,1,0,5,39,18008.0,1,23,14265.0,1,9:00:00,14400.0,38,23,135.0
True,10-27,11,830,27,1214,907110,0,0,5,10,25203.0,1,15,21577.0,0,11:00:00,21600.0,25,15,23.0
True,10-27,9,856,42,1217,906670,0,0,5,42,18008.0,0,26,14297.0,0,9:00:00,14400.0,41,26,103.0
True,10-27,19,911,34,1221,907323,0,0,5,28,54007.0,0,8,50304.0,0,19:00:00,50400.0,12,8,96.0
True,10-27,13,681,36,1223,907260,0,0,5,2,32407.0,1,23,28790.0,0,13:00:00,28800.0,34,23,10.0
True,10-27,13,841,43,1229,900375,1,0,5,42,32404.0,1,22,28763.0,1,13:00:00,28800.0,41,22,37.0
True,10-27,15,846,40,1231,921917,0,0,5,10,39600.0,1,28,35722.0,0,15:00:00,36000.0,38,28,278.0
True,10-27,21,856,42,1236,906886,1,0,5,28,35722.0,0,33,57542.0,1,21:00:00,57600.0,40,33,58.0
True,10-27,9,623,32,1242,904597,1,0,5,24,18004.0,0,27,14385.0,1,9:00:00,14400.0,31,27,15.0
True,10-27,7,96,45,1248,907055,0,0,5,14,10805.0,1,36,7085.0,0,7:00:00,7200.0,40,36,115.0
True,10-27,19,878,44,1256,905855,0,0,5,20,54007.0,0,15,50200.0,0,19:00:00,50400.0,19,15,200.0
True,10-27,15,878,44,1262,905860,1,0,5,14,39601.0,0,37,35996.0,1,15:00:00,36000.0,43,37,4.0
True,10-27,11,641,44,1277,906254,0,0,5,40,25209.0,0,14,21587.0,0,11:00:00,21600.0,38,14,13.0
True,10-27,15,706,50,1282,906578,1,0,5,30,39600.0,0,34,35875.0,1,15:00:00,36000.0,46,34,125.0
True,10-27,11,908,48,1286,900924,1,0,5,8,25206.0,0,37,21471.0,1,11:00:00,21600.0,47,37,129.0
True,10-27,13,878,44,1289,901924,1,0,5,44,32402.0,1,21,28723.0,1,13:00:00,28800.0,43,22,77.0
True,10-27,11,628,53,1290,902274,0,0,5,50,25206.0,0,27,21467.0,0,11:00:00,21600.0,49,27,133.0
True,10-27,11,20,33,1294,904651,0,0,5,3,25207.0,1,16,21473.0,0,11:00:00,21600.0,32,16,127.0
True,10-27,13,693,37,1295,907413,0,0,5,9,32404.0,1,16,28485.0,0,13:00:00,28800.0,36,16,315.0
True,10-27,13,824,42,1302,902666,1,0,5,5,32405.0,0,24,28784.0,1,13:00:00,28800.0,41,24,16.0
True,10-27,15,629,53,1308,901593,1,0,5,4,39606.0,0,29,35905.0,1,15:00:00,36000.0,52,29,95.0
True,10-27,11,48,53,1314,963840,0,0,5,24,25201.0,0,4,21463.0,0,11:00:00,21600.0,23,5,137.0
True,10-27,15,534,10,1324,904866,1,0,5,10,39604.0,0,6,32408.0,1,15:00:00,36000.0,8,2,3592.0
True,10-27,11,609,46,1325,900940,0,0,5,37,25201.0,0,7,21550.0,0,11:00:00,21600.0,36,7,50.0
True,10-27,9,655,34,1335,904620,0,0,5,30,18002.0,1,28,14372.0,0,9:00:00,14400.0,33,28,28.0
True,10-27,11,850,39,1336,906792,1,0,5,3,25204.0,0,26,21591.0,1,11:00:00,21600.0,38,26,9.0
True,10-27,21,907,34,1343,905517,0,0,5,26,21591.0,1,24,57513.0,0,21:00:00,57600.0,33,24,87.0
True,10-27,19,682,31,1349,906107,1,0,5,31,54007.0,1,5,50399.0,1,19:00:00,50400.0,30,5,1.0
True,10-27,15,653,40,1350,904440,1,0,5,40,39603.0,1,14,35976.0,1,15:00:00,36000.0,39,14,24.0
True,10-27,11,657,47,1357,921128,0,0,5,34,25207.0,0,47,20155.0,1,11:00:00,21600.0,33,3,1445.0
True,10-27,11,185,31,1366,905689,1,0,5,6,25209.0,0,20,21588.0,1,11:00:00,21600.0,30,20,12.0
True,10-27,17,50,18,1371,932549,1,0,5,20,21588.0,1,4,42733.0,1,17:00:00,43200.0,16,4,467.0
True,10-27,21,902,25,1381,905276,0,0,5,4,42733.0,1,14,57471.0,0,21:00:00,57600.0,24,14,129.0
True,10-27,17,810,22,1382,905348,0,0,5,22,46806.0,0,5,43136.0,0,17:00:00,43200.0,21,6,64.0
True,10-27,11,9,26,1383,904267,1,0,5,14,46803.0,0,15,21560.0,1,11:00:00,21600.0,25,15,40.0
True,10-27,13,866,39,1394,905581,1,0,5,5,32406.0,0,33,28787.0,1,13:00:00,28800.0,38,33,13.0
True,10-27,13,676,50,1399,904696,0,0,5,50,32401.0,0,21,28722.0,0,13:00:00,28800.0,27,21,78.0
True,10-27,11,846,40,1400,921927,1,0,5,40,25206.0,1,13,21534.0,1,11:00:00,21600.0,39,13,66.0
True,10-27,17,622,50,1423,904567,0,0,5,47,46801.0,0,26,43048.0,0,17:00:00,43200.0,38,26,152.0
True,10-27,17,533,28,1448,900679,1,0,5,21,46803.0,0,14,43122.0,1,17:00:00,43200.0,27,14,78.0
True,10-27,11,908,48,1461,900922,1,0,5,15,25205.0,0,42,21365.0,1,11:00:00,21600.0,47,42,235.0
True,10-27,7,572,25,1463,901240,1,0,5,2,10805.0,1,11,7113.0,1,7:00:00,7200.0,16,11,87.0
True,10-27,7,652,85,1465,903922,0,0,5,78,10803.0,0,58,7170.0,0,7:00:00,7200.0,77,58,30.0
True,10-27,7,861,40,1467,905906,1,0,5,33,10804.0,1,7,7198.0,1,7:00:00,7200.0,32,7,2.0
True,10-27,9,61101,26,1475,912226,0,0,5,11,18000.0,0,3,14384.0,0,9:00:00,14400.0,10,3,16.0
True,10-27,9,340,12,1479,904002,0,0,5,12,18008.0,0,4,14393.0,0,9:00:00,14400.0,11,4,7.0
True,10-27,13,535,29,1482,901550,0,0,5,29,32401.0,0,11,28721.0,0,13:00:00,28800.0,28,11,79.0
True,10-27,17,916,24,1489,905490,1,0,5,15,46805.0,0,15,42995.0,1,17:00:00,43200.0,23,15,205.0
True,10-27,7,829,29,1496,901044,0,0,5,2,10809.0,1,15,7176.0,0,7:00:00,7200.0,27,15,24.0
True,10-27,15,803,34,1507,906164,1,0,5,5,39602.0,0,20,35946.0,1,15:00:00,36000.0,33,20,54.0
True,10-27,9,461,27,1514,901223,0,0,5,26,18003.0,0,17,14309.0,0,9:00:00,14400.0,24,17,91.0
True,10-27,15,35,26,1515,902172,0,0,5,26,39606.0,0,9,35685.0,0,15:00:00,36000.0,25,9,315.0
True,10-27,7,859,62,1532,900454,0,0,5,14,10806.0,1,55,7147.0,0,7:00:00,7200.0,61,55,53.0
True,10-27,21,612,27,1542,905066,0,0,5,55,7147.0,0,16,57528.0,0,21:00:00,57600.0,25,16,72.0
True,10-27,11,662,43,1544,900625,0,0,5,43,42220.0,0,30,21542.0,0,11:00:00,21600.0,42,30,58.0
True,10-27,17,690,48,1548,904085,0,0,5,47,46801.0,0,24,43127.0,0,17:00:00,43200.0,34,25,73.0
True,10-27,17,865,33,1550,907358,1,0,5,4,46803.0,0,19,43182.0,1,17:00:00,43200.0,32,19,18.0
True,10-27,9,830,26,1561,907147,1,0,5,3,18002.0,0,4,14303.0,1,9:00:00,14400.0,26,4,97.0
True,10-27,13,602,47,1565,901783,1,0,5,19,39600.0,0,37,28705.0,1,13:00:00,28800.0,46,37,95.0
True,10-27,15,840,36,1569,903118,0,0,5,35,39608.0,0,11,35930.0,0,15:00:00,36000.0,33,11,70.0
True,10-27,19,687,41,1571,931267,1,0,5,11,35930.0,0,18,50312.0,1,19:00:00,50400.0,40,18,88.0
True,10-27,13,841,43,1572,902932,1,0,5,34,32408.0,1,3,28713.0,1,13:00:00,28800.0,33,3,87.0
True,10-27,15,375,10,1578,905019,0,0,5,10,39605.0,1,2,34712.0,0,15:00:00,36000.0,9,3,1288.0
True,10-27,9,861,40,1581,905905,1,0,5,25,18000.0,1,2,11578.0,1,9:00:00,14400.0,24,2,2822.0
True,10-27,17,462,24,1590,901888,0,0,5,20,46800.0,0,14,42841.0,0,17:00:00,43200.0,19,15,359.0
True,10-27,21,690,48,1599,904082,0,0,5,14,42841.0,0,37,57450.0,0,21:00:00,57600.0,46,38,150.0
True,10-27,7,599,20,1600,906308,0,0,5,16,10802.0,1,14,7119.0,0,7:00:00,7200.0,19,14,81.0
True,10-27,7,161,61,1601,905186,1,0,5,2,10807.0,0,30,6997.0,1,7:00:00,7200.0,55,30,203.0
True,10-27,17,871,41,1608,902820,1,0,5,40,46804.0,1,20,43143.0,1,17:00:00,43200.0,39,20,57.0
True,10-27,15,859,62,1613,900451,1,0,5,57,39600.0,1,24,35908.0,1,15:00:00,36000.0,56,24,92.0
True,10-27,9,748,30,1616,907030,0,0,5,30,18003.0,0,6,14393.0,0,9:00:00,14400.0,29,6,7.0
True,10-27,19,860,42,1617,901838,1,0,5,42,54002.0,1,22,50242.0,1,19:00:00,50400.0,41,22,158.0
True,10-27,19,842,29,1629,912256,1,0,5,7,54001.0,0,9,50298.0,1,19:00:00,50400.0,25,10,102.0
True,10-27,9,619,44,1637,904725,0,0,5,44,18009.0,0,29,14351.0,0,9:00:00,14400.0,43,29,49.0
True,10-27,11,836,36,1638,905221,0,0,5,30,25204.0,0,4,21581.0,0,11:00:00,21600.0,29,4,19.0
True,10-27,9,869,43,1639,903453,0,0,5,43,18007.0,0,13,14380.0,0,9:00:00,14400.0,42,13,20.0
True,10-27,21,7052,54,1642,903540,1,0,5,13,14380.0,0,31,57548.0,1,21:00:00,57600.0,53,32,52.0
True,10-27,15,175,30,1646,902472,1,0,5,27,39607.0,1,3,35875.0,1,15:00:00,36000.0,26,3,125.0
True,10-27,9,660,34,1651,905290,0,0,5,33,18009.0,0,5,14394.0,0,9:00:00,14400.0,31,5,6.0
True,10-27,9,665,39,1652,906086,1,0,5,4,18006.0,0,18,14294.0,1,9:00:00,14400.0,38,18,106.0
True,10-27,7,609,45,1654,900947,0,0,5,6,10807.0,1,29,7194.0,0,7:00:00,7200.0,45,29,6.0
