O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,pred_timeStamps
10-30,641,902646,10:00:00,34,43,48;140;230;368;503;653;758;956;1023;1085
10-28,600,912375,18:00:00,2,17,176;318;535;712;805;933;1017;1213;1479;1751;1964;2162;2376;2548;2711;2989
10-28,402,900150,14:00:00,15,26,74;154;233;323;393;448;535;623;701;762;826;911
10-27,717,901013,7:00:00,7,11,87;188;322;489;663
10-30,911,907322,14:00:00,22,33,58;200;349;575;670;720;903;1105;1181;1289;1404;1576
10-25,401,903977,9:00:00,2,15,0;93;207;311;408;646;739;879;984;1122;1233;1350;1420;1606
10-27,652,903925,15:00:00,48,79,19;118;169;244;317;413;491;598;725;827;891;963;1041;1155;1216;1285;1375;1470;1575;1698;1897;1972;2139;2227;2344;2446;2635;2718;2793;2936;3019;3095
10-31,803,906619,16:00:00,11,33,72;359;531;705;919;1062;1146;1275;1488;1677;1784;1920;2011;2319;2437;2557;2709;2853;2923;3006;3079;3144;3202
10-31,879,900397,8:00:00,29,38,223;512;687;814;966;1125;1371;1615;1744;1896
10-26,804,911531,7:00:00,8,23,110;286;434;615;744;863;987;1243;1453;1534;1670;1941;2255;2483;2637;2731
10-31,606,900486,10:00:00,34,39,88;226;391;580;735;816
10-26,458,901535,7:00:00,15,31,54;137;448;509;616;781;898;981;1063;1169;1260;1379;1450;1553;1674;1801;1868
10-27,660,942261,9:00:00,17,33,0;78;151;225;288;348;420;498;580;672;727;791;925;1012;1075;1149;1204
10-30,48,962346,18:00:00,31,48,39;297;362;485;690;878;1132;1308;1447;1670;1812;2052;2223;2411;2527;2636;2796;2907
10-26,713,907166,19:00:00,12,24,96;173;355;506;682;764;854;1016;1164;1249;1409;1498;1617
10-31,652,903898,16:00:00,54,81,57;167;280;347;411;490;596;735;801;854;956;1021;1089;1270;1406;1495;1657;1766;2010;2130;2251;2392;2688;2912;3136;3357;3630;3697
10-31,836,904156,8:00:00,6,30,13;152;296;443;664;830;1122;1291;1401;1530;1704;1822;1948;2078;2175;2329;2467;2592;2660;2790;2879;2992;3100;3212;3355
10-31,635,907105,14:00:00,28,34,37;124;289;458;653;700;766
10-31,462,901884,12:00:00,7,18,0;114;253;409;530;735;886;1240;1368;2407;2617;3315
10-26,673,900219,9:00:00,27,43,109;285;377;554;741;842;926;1072;1192;1311;1495;1614;1706;1911;2075;2143;2204
10-29,801,911557,18:00:00,17,38,54;506;616;790;978;1055;1154;1265;1343;1466;1526;1566;1648;1730;1827;1903;1955;2071;2202;2265;2367;2466
10-26,952,900781,15:00:00,8,29,51;152;247;358;491;610;865;1027;1225;1516;1612;1693;1793;1980;2084;2327;2446;2590;2752;2912;3095;3218
10-31,61102,906366,12:00:00,38,49,138;280;472;649;826;1053;1280;1408;1714;1808;1951;2042
10-31,954,907425,10:00:00,24,40,27;102;193;348;556;728;844;1035;1145;1252;1423;1693;1810;1981;2164;2266;2411
10-27,12,903035,9:00:00,21,30,49;228;331;397;557;671;926;1079;1140;1230
10-30,640,903188,8:00:00,2,27,8;148;232;325;440;574;691;845;980;1050;1169;1352;1515;1619;1884;2007;2140;2233;2349;2462;2688;2955;3187;3351;3498;3618
10-27,801,911566,15:00:00,33,38,69;350;451;508;695;792
10-25,635,907106,19:00:00,16,22,0;70;171;274;388;664;834
10-30,953,921682,20:00:00,21,28,0;160;292;445;517;645;882;1012
10-31,6001,900303,8:00:00,17,21,85;219;329;467;550
10-31,861,905896,10:00:00,20,37,23;133;386;552;661;877;1016;1181;1409;1549;1747;1816;1917;2046;2199;2372;2663;2724
10-30,954,907424,10:00:00,14,41,85;255;463;606;702;816;884;978;1155;1423;1514;1634;1708;1758;1852;1960;2025;2165;2228;2281;2361;2463;2572;2658;2723;2773;2846;2922
10-25,869,904364,7:00:00,21,42,115;212;292;387;573;750;844;1161;1240;1331;1453;1597;1785;1972;2165;2289;2437;2583;2680;2787;2964;3073
10-31,623,904590,16:00:00,20,30,55;292;363;455;555;629;755;848;931;1009;1093
10-28,628,902256,14:00:00,23,43,38;154;252;325;550;722;903;1132;1254;1377;1517;1595;1752;1853;1985;2087;2265;2370;2581;2640;2757
10-26,676,904692,9:00:00,24,49,79;232;442;522;620;739;888;1046;1292;1394;1511;1702;1830;2054;2165;2242;2309;2446;2534;2656;2732;2813;2900;2974;3064;3108
10-25,688,905163,19:00:00,13,43,40;259;383;483;658;855;949;1292;1383;1457;1552;1638;1816;1958;2031;2177;2232;2305;2430;2543;2609;2687;2765;2868;2932;3105;3235;3328;3407;3532;3649
10-28,840,903107,10:00:00,20,35,70;172;285;441;626;760;865;991;1118;1219;1341;1454;1576;1717;1808;1935
10-29,909,902805,8:00:00,21,32,62;151;462;574;619;704;804;865;922;1002;1076;1217
10-31,671,911411,8:00:00,26,40,75;202;302;554;672;834;994;1155;1304;1426;1591;1935;2225;2378;2572
10-30,907,905515,8:00:00,20,32,6;111;285;524;656;746;847;1023;1080;1249;1379;1496;1660
10-25,632,904188,15:00:00,38,44,85;196;297;400;464;544;635
10-27,6001,900304,9:00:00,13,25,20;96;326;390;461;529;602;734;870;975;1163;1337;1526
10-29,606,900496,18:00:00,20,40,57;223;448;568;703;824;942;1096;1231;1381;1508;1654;1769;1829;1887;1941;1993;2050;2113;2162;2254
10-29,652,903895,16:00:00,42,77,13;110;205;305;379;492;557;654;704;779;851;946;1023;1129;1255;1356;1419;1490;1567;1680;1740;1808;1897;1991;2094;2215;2413;2486;2652;2735;2850;2950;3136;3212;3287;3430
10-26,632,904201,15:00:00,29,40,60;149;338;490;589;704;816;919;1100;1175;1275;1331
10-25,953,904255,15:00:00,19,30,54;173;251;390;514;604;734;790;863;931;1094;1177
10-26,751,942260,9:00:00,14,25,64;157;459;1283;1501;1649;1748;1819;1882;2000;2151;2269
10-25,3,932527,7:00:00,11,24,73;271;437;554;620;767;848;926;1020;1155;1211;1301;1358;1447
10-30,952,906249,14:00:00,28,33,29;148;239;620;725;914
10-27,185,905686,9:00:00,15,30,16;164;361;549;624;690;792;993;1105;1430;1750;2171;2445;2832;3008;3408
10-25,640,903184,7:00:00,2,31,71;205;287;377;488;619;732;882;1012;1077;1192;1365;1518;1616;1876;1994;2122;2209;2320;2428;2649;2911;3138;3297;3438;3552;3694;3852;3960;4061
10-28,628,902271,8:00:00,10,34,0;77;184;258;407;544;708;856;926;996;1059;1189;1383;1434;1704;1873;1982;2194;2371;2438;2505;2593;2707;2819;2921
10-28,203,905782,18:00:00,8,23,4;110;164;264;333;386;539;623;700;808;927;1009;1140;1319;1373;1506
10-25,693,907421,11:00:00,19,35,36;206;299;403;480;562;720;813;908;989;1094;1150;1208;1266;1331;1522;1617
10-27,907,905520,17:00:00,3,23,23;128;290;474;535;684;875;962;1058;1173;1336;1577;1665;1775;1898;2153;2244;2355;2587;2782;2899
10-27,866,905586,9:00:00,31,38,73;151;219;309;553;599;703;1277
10-26,185,905672,15:00:00,4,27,56;488;689;1063;1342;1621;1715;1925;2025;2092;2157;2315;2468;2609;2730;2828;2904;2992;3107;3205;3335;3445;3526;3611
10-25,842,900983,7:00:00,9,24,80;211;375;650;897;1095;1317;1515;1765;1881;2127;2247;2362;2557;2734;2843
10-26,912,907337,11:00:00,6,31,87;300;371;425;572;676;819;1030;1282;1391;1535;1679;1883;2086;2275;2472;2539;2697;2885;2942;3121;3245;3474;3660;3779;3843
10-30,907,905520,20:00:00,15,32,0;78;147;349;443;536;619;767;967;1076;1144;1234;1401;1451;1604;1737;1837;1986
10-30,657,921131,14:00:00,39,46,100;162;238;357;520;687;962;1015
10-25,841,902927,7:00:00,25,42,6;112;231;461;570;710;814;950;1071;1152;1285;1393;1548;1711;1814;1883;2005;2169
10-31,61101,902023,10:00:00,17,21,144;742;881;1159;1336
10-30,868,900843,18:00:00,11,27,13;151;381;555;646;861;1072;1419;1627;1786;2047;2183;2309;2481;2618;2765;3161
10-29,666,901417,22:00:00,4,15,106;310;411;580;647;790;962;1026;1102;1191;1346;1417
10-25,663,904456,9:00:00,15,30,38;152;246;386;558;803;934;1144;1481;1637;1780;1916;2005;2129;2217;2331
10-30,8,906925,8:00:00,8,18,0;171;275;579;719;967;1175;1297;1382;1469;1593
10-27,640,903174,7:00:00,10,29,93;224;360;548;725;846;995;1151;1373;1656;1845;2003;2166;2321;2404;2490;2628;2849;2969;3115
10-31,855,901368,14:00:00,7,25,67;351;494;648;814;939;1078;1128;1436;1632;1760;2084;2160;2312;2470;2581;2656;2841;2955
10-29,6011,904521,12:00:00,13,35,0;126;210;428;621;726;868;1020;1147;1346;1491;1742;1849;1962;2088;2236;2410;2668;2787;2957;3070;3321;3379
10-30,800,922536,16:00:00,39,50,35;100;170;300;383;486;573;682;742;791;867;953
10-27,679,906461,19:00:00,19,35,55;199;326;487;573;789;929;1083;1155;1257;1350;1462;1573;1671;1901;2002;2067
10-26,850,906820,7:00:00,30,38,122;243;353;489;601;675;792;867;941
10-30,800,922558,14:00:00,40,50,40;99;217;288;379;453;550;600;639;707;785
10-30,657,921129,14:00:00,28,46,71;225;549;707;842;1036;1150;1318;1426;1589;1773;1941;2005;2083;2203;2367;2535;2812;2866
10-27,218,903956,7:00:00,5,20,33;201;297;415;480;538;684;813;864;922;989;1088;1217;1322;1413;1645
10-25,902,905380,17:00:00,20,24,128;265;452;548;637
10-27,869,903453,7:00:00,10,33,85;199;320;433;540;686;826;1005;1152;1273;1351;1487;1583;1662;1755;1938;2113;2204;2519;2594;2682;2801;2942;3126
10-31,628,902265,10:00:00,43,52,0;81;176;248;354;564;838;899;971;1131
10-26,628,902267,15:00:00,35,52,0;103;237;340;520;628;841;902;1021;1105;1204;1280;1390;1604;1881;1944;2018;2181
10-25,859,900454,15:00:00,23,53,67;187;336;433;550;706;758;862;986;1088;1167;1261;1337;1407;1498;1664;1830;1990;2083;2180;2337;2467;2567;2718;2811;2958;3031;3176;3282;3362;3419
10-30,858,906057,18:00:00,25,37,15;116;329;405;609;712;818;1021;1210;1400;1499;1743;1877
10-30,679,906458,18:00:00,27,34,31;132;301;520;604;696;786;855
10-27,31,901805,17:00:00,17,21,114;276;358;523;716
10-31,963,903432,20:00:00,12,35,17;132;225;422;478;570;724;932;1053;1155;1252;1333;1397;1547;1728;1861;1953;2072;2323;2455;2519;2568;2668;2741
10-29,829,903420,10:00:00,13,28,86;164;294;349;483;631;829;943;1061;1253;1543;1621;1772;1852;2007;2103
10-31,665,906071,14:00:00,11,38,94;383;481;562;748;862;976;1079;1429;1497;1586;1823;1900;1981;2083;2143;2263;2329;2374;2459;2531;2642;2701;2769;2826;2901;2965;3008
10-25,656,904183,15:00:00,21,37,75;229;310;504;646;760;972;1186;1259;1404;1589;1756;1866;2018;2103;2213;2336
10-28,402,900150,10:00:00,9,26,6;67;143;225;439;556;667;753;837;932;1007;1066;1158;1250;1331;1397;1469;1565
10-30,185,905691,12:00:00,14,30,11;159;284;457;619;665;702;775;945;1027;1312;1593;1960;2182;2522;2660;3011
10-26,906,902453,21:00:00,19,37,38;99;170;325;408;447;649;837;1019;1088;1153;1294;1349;1380;1472;1535;1667;1772;1961
10-25,30,942312,21:00:00,18,23,48;193;359;497;694;893
10-27,867,900357,17:00:00,3,19,31;105;174;259;355;481;654;890;1041;1136;1260;1398;1673;1818;1958;2312;2500
10-31,629,901587,20:00:00,41,52,46;89;142;303;414;507;603;693;917;1019;1104;1221
10-28,682,906109,22:00:00,25,30,41;190;314;406;476;533
10-29,628,902271,18:00:00,13,38,0;117;197;296;472;536;652;723;836;946;1019;1130;1224;1298;1529;1705;1888;2120;2245;2372;2515;2593;2756;2861;2997;3103
10-27,657,921141,21:00:00,36,46,14;167;339;500;550;616;723;888;1052;1313;1362
10-31,657,921139,10:00:00,38,46,41;149;265;390;466;540;599;673;747
10-29,632,901481,10:00:00,40,44,60;161;227;306;399
10-26,652,903928,11:00:00,74,84,57;192;479;689;903;1112;1375;1434;1595;1736;1935
10-31,462,901228,12:00:00,13,19,89;440;564;1597;1802;2496;3137
10-28,703,904293,14:00:00,25,29,56;111;229;319;466
10-28,954,902554,8:00:00,29,41,44;108;234;294;341;421;520;629;724;781;823;894;969
10-25,6011,904523,17:00:00,8,28,39;239;395;563;667;852;1135;1267;1451;1587;1810;1928;2139;2414;2511;2661;2855;2958;3126;3260;3362
10-26,665,906070,13:00:00,32,38,79;155;306;434;522;612;682
10-26,660,942267,7:00:00,14,33,104;208;308;390;513;817;1026;1200;1317;1480;1568;1648;1747;1849;1951;2043;2184;2522;2770;2951
10-27,838,921653,19:00:00,36,43,50;113;198;348;523;711;853;1124
10-31,826,907096,12:00:00,36,47,113;233;290;386;540;703;860;965;1131;1205;1342;1608
10-31,212,902070,16:00:00,2,9,0;88;227;415;521;701;745;827
10-26,640,903181,9:00:00,15,35,64;328;437;553;630;731;828;1038;1289;1505;1653;1785;1893;2031;2190;2306;2412;2559;2651;2722;2902
10-30,161,905439,8:00:00,48,60,38;204;317;481;744;1067;1318;1459;1621;1710;1889;2077;2360
10-28,175,902471,16:00:00,11,29,6;95;305;480;565;813;880;952;1190;1254;1354;1429;1554;1672;1773;1869;1943;2076;2307
10-25,961,903081,13:00:00,8,36,1;83;182;240;305;381;457;595;649;771;973;1141;1310;1503;1615;1725;1919;2031;2187;2246;2298;2423;2477;2545;2747;2799;2877;2945;3029
10-27,847,906770,19:00:00,40,47,69;148;246;346;584;645;735;834
10-28,660,942262,10:00:00,12,33,34;116;196;287;374;441;551;848;1050;1210;1312;1460;1533;1598;1680;1765;1850;1923;2011;2294;2485;2655
10-25,400,900135,9:00:00,7,29,51;102;158;244;334;457;605;685;756;825;917;1039;1141;1357;1424;1496;1570;1614;1702;1767;1816;1916;2076
10-31,48,963858,14:00:00,7,24,0;276;391;533;682;898;1132;1311;1508;1574;1737;1944;2009;2204;2331;2571;2691;2961
10-29,186,906499,8:00:00,17,42,50;171;381;449;553;643;708;761;927;1009;1095;1163;1309;1378;1484;1676;1766;1855;1920;2018;2290;2429;2598;2756;2971;3216
10-30,646,906959,10:00:00,31,35,0;59;134;205;315
10-31,30,904437,10:00:00,6,23,99;385;514;640;756;881;1009;1164;1356;1463;1591;1813;1878;2039;2222;2393;2639;2892
10-30,707,905912,8:00:00,17,24,57;166;407;705;874;1024;1285;1467
10-30,832,903482,20:00:00,13,29,27;213;304;421;465;511;581;721;759;836;920;1063;1111;1282;1440;1474;1531
10-31,870,901403,10:00:00,41,47,10;97;156;243;303;372;532
10-25,687,931267,15:00:00,34,40,47;124;208;262;305;397;423
10-31,95,921431,18:00:00,13,22,0;115;349;514;742;860;990;1087;1172;1264
10-28,682,906126,20:00:00,20,30,17;65;223;275;604;665;784;925;969;1058;1172
10-26,826,907038,7:00:00,4,31,110;183;282;405;465;576;710;900;1039;1136;1234;1397;1559;1684;1809;1927;1998;2138;2279;2344;2453;2565;2711;2784;2928;2993;3075;3253
10-26,832,903481,13:00:00,2,29,50;159;220;375;462;588;795;838;1132;1313;1430;1648;1831;1923;2039;2074;2116;2181;2317;2360;2443;2536;2690;2750;2911;3061;3094;3134
10-28,851,903498,10:00:00,20,30,83;287;537;671;763;887;1090;1167;1286;1507;1608
10-27,808,900285,7:00:00,27,47,45;170;323;401;477;597;670;741;811;905;1138;1292;1418;1544;1679;1933;2081;2208;2363;2606;2838
10-29,870,901403,14:00:00,35,47,0;79;208;335;499;601;693;783;842;928;988;1060;1204
10-26,859,900463,9:00:00,52,61,65;130;214;361;539;624;786;938;1045;1186
10-27,662,900655,7:00:00,9,29,55;220;345;478;596;676;775;887;1074;1193;1309;1612;1755;1921;2019;2135;2342;2600;2678;2902;3090
10-28,679,906448,12:00:00,30,35,46;146;231;451;536;589
10-27,855,901371,15:00:00,20,40,58;221;372;538;650;880;955;1072;1263;1503;1559;1775;1943;2115;2383;2512;2671;2789;2968;3137;3295
10-31,800,922560,8:00:00,20,38,13;138;263;426;511;639;825;969;1218;1367;1578;1689;1954;2070;2159;2263;2435;2664;2728
10-29,868,900840,16:00:00,25,36,41;182;573;663;739;845;966;1084;1166;1341;1413;1491
10-26,656,902341,17:00:00,24,37,28;192;328;561;796;891;1058;1268;1459;1588;1759;1869;2004;2146
10-31,34,912363,12:00:00,21,25,0;75;141;234;311
10-25,861,905905,19:00:00,15,37,59;192;326;572;644;726;823;1057;1210;1305;1508;1637;1792;2007;2130;2287;2338;2421;2542;2685;2848;3124;3178
10-25,30,942288,19:00:00,12,23,9;165;360;485;627;846;913;1080;1268;1432;1663;1896
10-30,869,903448,18:00:00,6,36,84;181;269;364;433;536;645;745;839;970;1098;1267;1403;1516;1588;1716;1803;1873;1956;2129;2294;2381;2680;2749;2831;2944;3077;3247;3411;3579;3686
10-26,343,904506,19:00:00,5,14,57;137;195;299;367;637;860;936;1036;1181
10-29,628,902272,8:00:00,14,42,58;192;353;499;567;634;694;822;1013;1061;1328;1494;1600;1809;1983;2048;2112;2198;2310;2420;2519;2626;2697;2842;2929;3003;3076;3177;3245
10-31,3,932507,22:00:00,15,25,0;140;237;355;473;596;731;875;940;1060;1146
10-28,607,906334,16:00:00,30,42,45;193;313;376;494;682;805;888;1024;1116;1180;1333;1453
10-31,34,906398,10:00:00,2,25,41;126;216;324;436;533;648;792;913;1002;1180;1243;1379;1544;1714;1776;1883;1966;2022;2113;2256;2348;2415;2544
10-31,327,905193,12:00:00,4,13,123;245;344;433;650;710;827;1041;1116;1215
10-29,711,906933,10:00:00,15,45,52;103;151;231;344;408;566;617;668;843;927;990;1111;1276;1344;1434;1548;1612;1721;1844;1982;2143;2216;2281;2397;2473;2576;2678;2862;3081;3335
10-28,802,903050,12:00:00,15,25,43;110;253;379;556;622;669;872;983;1063;1172
10-25,679,901642,11:00:00,24,34,52;156;233;293;390;565;778;858;945;1031;1107
10-31,673,900224,12:00:00,32,42,133;213;347;419;536;679;787;880;981;1080;1188
10-26,869,903447,15:00:00,18,42,80;167;297;382;441;518;640;738;810;983;1079;1220;1403;1454;1534;1628;1761;1834;1879;1969;2052;2104;2163;2237;2337
10-25,681,907259,19:00:00,29,34,175;320;443;546;675;843
10-28,666,901514,16:00:00,10,17,31;160;282;413;552;710;890;1005
10-25,213,903944,17:00:00,10,32,0;89;229;403;535;634;804;913;1060;1164;1311;1429;1605;1715;1828;1962;2051;2186;2335;2487;2611;2696;2954
10-31,628,902275,18:00:00,41,50,91;180;289;377;476;612;681;792;891;1012
10-25,607,906341,13:00:00,26,42,97;223;345;467;616;775;929;1122;1300;1494;1639;1740;1798;1885;1961;2073;2155
10-30,863,960171,8:00:00,29,37,0;99;157;208;267;339;436;746;890
10-31,34,912362,10:00:00,16,25,0;68;180;268;329;425;575;673;745;879
10-31,954,907434,10:00:00,24,40,13;87;177;334;543;717;835;1029;1141;1251;1425;1697;1814;1985;2168;2268;2415
10-31,186,906486,10:00:00,16,42,14;119;245;458;530;637;732;801;857;1024;1108;1197;1267;1415;1486;1594;1790;1884;1979;2049;2155;2433;2580;2760;2934;3181;3457
10-26,462,901887,13:00:00,10,18,49;164;363;508;854;974;2005;2208;2899
10-30,638,901087,18:00:00,40,44,0;142;213;282;402
10-25,609,900940,11:00:00,35,45,39;115;221;429;564;725;814;892;958;1087;1174
10-31,871,906840,14:00:00,13,40,53;145;300;471;625;693;795;968;1019;1164;1292;1460;1587;1754;1879;2151;2432;2497;2639;2790;2914;3026;3148;3288;3421;3500;3618;3697
10-27,905,901671,7:00:00,8,24,6;187;372;559;787;965;1222;1479;1674;1799;1977;2096;2210;2316;2422;2538;2747
10-31,859,900470,8:00:00,42,59,22;100;231;354;542;624;739;806;878;949;1019;1102;1185;1354;1444;1506;1588;1643
10-27,343,901722,15:00:00,2,13,69;131;201;278;361;427;544;618;895;1122;1202;1308
10-30,533,900675,12:00:00,21,27,82;142;218;330;428;468;571
10-29,861,905894,18:00:00,5,30,17;100;162;252;409;511;575;749;865;926;1029;1172;1316;1600;1677;1764;1866;2111;2270;2372;2580;2714;2875;3096;3229;3410
10-27,22,912218,11:00:00,9,29,31;134;323;553;656;782;860;1047;1198;1361;1480;1625;1744;1835;1904;2059;2310;2420;2518;2611;2661
10-25,706,922518,9:00:00,28,49,22;97;145;250;390;453;551;712;829;946;1000;1046;1099;1149;1202;1410;1481;1560;1686;1853;1946;2007
10-27,845,907304,21:00:00,16,20,127;186;262;369;493
10-28,675,905239,8:00:00,12,35,71;224;304;399;535;736;823;1029;1326;1395;1566;1723;1919;1961;2223;2394;2503;2691;2870;2937;2989;3073;3194;3314
10-27,871,906832,19:00:00,33,39,59;145;223;438;590;659;730
10-30,95,921439,14:00:00,6,22,115;443;524;686;843;959;1024;1272;1355;1560;1693;1880;1960;2058;2124;2181;2241
10-30,605,901282,16:00:00,20,29,17;143;191;2020;2151;2519;2631;2740;2856;2972
10-29,459,905416,8:00:00,20,44,32;127;186;244;296;748;800;1117;1264;1512;1615;1972;2118;2276;2348;2405;2477;2591;2673;2745;2791;2840;2935;2995;3056
10-25,906,906774,19:00:00,33,39,124;284;404;603;773;817;898
10-31,186,906484,14:00:00,28,44,0;144;212;318;512;603;694;764;858;1125;1263;1433;1586;1804;2054;2177;2544
10-29,1,901530,10:00:00,25,29,45;149;311;455;651
10-26,808,900258,7:00:00,41,47,78;332;481;609;766;1011;1245
10-25,622,904568,19:00:00,26,39,0;179;349;501;630;721;836;942;1159;1306;1401;1453;1524;1671
10-30,632,904199,8:00:00,38,44,0;116;217;322;390;472;567
10-29,609,900938,10:00:00,29,45,77;166;381;615;715;888;1060;1140;1250;1462;1601;1766;1859;1941;2011;2144;2237
10-30,12,903035,20:00:00,10,28,79;269;362;449;562;753;924;1029;1237;1427;1549;1679;1745;1806;1860;2009;2173;2255;2327
10-29,690,902128,12:00:00,9,45,61;206;359;538;654;765;838;972;1144;1240;1290;1350;1434;1527;1626;1692;1751;1810;1864;1919;1983;2034;2098;2199;2282;2351;2434;2520;2723;2784;2885;3001;3056;3156;3208;3284;3410
10-27,725,905346,19:00:00,15,20,81;153;249;322;437;550
10-27,679,906450,17:00:00,28,34,83;259;480;566;661;753;824
10-27,716,902323,7:00:00,11,18,58;283;369;453;599;912;1144;1392
10-31,867,900369,12:00:00,20,32,63;237;383;547;667;798;960;1082;1312;1380;1447;1524;1673
10-25,856,906663,7:00:00,20,37,130;324;542;810;1007;1290;1414;1646;1818;1934;2113;2238;2305;2435;2533;2662;2792;2915
10-30,847,906762,20:00:00,14,41,61;138;233;294;409;572;754;833;954;1116;1306;1460;1574;1805;1878;1976;2162;2362;2471;2597;2701;2832;2987;3071;3133;3229;3346;3421
10-26,672,902500,13:00:00,26,37,43;111;252;323;431;616;719;779;974;1133;1188;1317
10-26,909,907312,17:00:00,26,31,0;209;438;528;601;762
10-29,869,903459,20:00:00,19,42,68;191;269;329;406;527;619;684;852;934;1074;1255;1304;1382;1471;1599;1668;1711;1803;1891;1945;2003;2072;2178
10-31,810,904759,14:00:00,14,21,133;245;305;440;553;622;929;1202
10-31,629,901536,18:00:00,7,37,5;122;305;436;616;686;751;862;920;1005;1152;1284;1378;1468;1536;1643;1748;1850;1937;2062;2174;2249;2353;2420;2554;2630;2735;2855;2979;3080;3151
10-31,594,904956,12:00:00,6,20,61;100;155;196;308;348;426;486;530;599;739;787;900;997;1043
10-26,800,922533,11:00:00,14,43,52;233;335;429;564;750;914;1076;1278;1364;1457;1622;1793;1878;1953;2025;2195;2295;2466;2558;2634;2720;2773;2852;2894;2995;3053;3116;3238;3313
10-30,804,905345,18:00:00,8,23,9;184;331;505;628;742;860;1120;1325;1400;1533;1798;2128;2361;2522;2605
10-25,649,912383,17:00:00,12,19,27;483;643;725;837;909;968;1021
10-29,671,911554,18:00:00,30,40,35;174;313;452;579;679;822;1143;1424;1580;1774
10-26,725,903435,9:00:00,11,20,43;109;343;401;506;574;668;733;831;937
10-27,911,903299,11:00:00,27,32,42;202;364;429;557;648
10-30,901,902860,14:00:00,25,37,56;153;322;524;731;861;1003;1069;1177;1328;1567;1691;1776
10-27,27,906179,9:00:00,23,30,106;200;299;420;473;543;670;774
10-28,605,901270,12:00:00,35,40,70;214;483;780;1008;1250
10-25,47,963853,11:00:00,36,51,71;146;296;482;639;760;895;1145;1279;1403;1725;1930;2103;2205;2348;2449
10-29,865,900829,14:00:00,21,32,132;275;481;684;793;961;1228;1364;1528;1705;1951;2020
10-29,662,900633,16:00:00,25,42,85;307;355;558;722;885;972;1059;1237;1519;1604;1703;1778;1832;1929;2007;2201;2257
10-29,952,900781,22:00:00,21,34,104;176;291;385;516;665;800;945;1031;1109;1474;1565;1748;1801
10-30,868,900840,16:00:00,4,26,67;170;257;429;645;788;870;953;1085;1309;1478;1565;1775;1980;2322;2528;2679;2934;3063;3182;3348;3478;3619
10-27,657,921124,15:00:00,20,43,86;241;383;484;686;887;1006;1121;1194;1354;1684;1849;1991;2193;2315;2490;2605;2774;2965;3140;3208;3291;3415;3583
10-27,1,902736,9:00:00,22,30,126;222;374;435;499;596;670;730;792
10-28,697,906696,18:00:00,2,28,3389;3486;3579;3716;3881;3974;4092;4202;4291;4452;4526;4648;4913;5098;5147;5188;5272;5426;5482;5628;5790;5888;6060;6208;6432;6559;6662
10-29,842,912255,8:00:00,5,25,24;68;148;324;490;563;670;886;1076;1227;1403;1555;1759;1829;2035;2107;2173;2324;2458;2523;2578
10-29,706,906560,8:00:00,45,49,62;187;351;442;516
10-28,681,962610,10:00:00,22,34,24;135;349;632;750;931;1179;1406;1565;1703;1818;1956;2140
10-31,836,905217,16:00:00,24,34,39;294;410;632;776;904;1010;1152;1305;1422;1523
10-26,869,903457,13:00:00,30,42,51;156;281;443;599;760;859;981;1102;1174;1250;1390;1474
10-29,906,900884,10:00:00,27,39,68;220;320;428;566;644;737;900;1012;1214;1383;1427;1509
10-25,569,901744,7:00:00,20,28,87;144;266;430;551;661;908;1042;1267
10-28,806,906549,8:00:00,17,31,134;227;315;439;518;600;695;786;870;1082;1168;1227;1275;1427;1534
10-28,619,904731,10:00:00,18,43,38;192;262;421;523;663;806;897;980;1234;1415;1489;1607;1778;1945;2007;2096;2215;2461;2604;2749;2894;2990;3155;3251;3335
10-26,640,903177,9:00:00,27,40,64;170;306;503;631;706;848;1013;1106;1230;1352;1453;1513;1597
10-25,842,912256,15:00:00,8,25,76;248;331;449;673;872;1053;1266;1452;1691;1784;2018;2117;2211;2387;2545;2633;2708
10-29,867,900346,8:00:00,17,32,58;206;367;553;699;817;954;1049;1154;1289;1384;1586;1631;1677;1733;1862
10-29,865,907248,14:00:00,15,32,54;213;412;656;737;824;1002;1138;1337;1533;1635;1799;2062;2193;2352;2525;2768;2831
10-29,462,901879,14:00:00,14,21,5;147;1193;1410;2115;2768;3322;3547
10-31,1,904648,18:00:00,11,29,64;157;267;375;527;595;748;1008;1099;1179;1319;1405;1492;1689;1787;1886;2041;2184;2382
10-28,34,906397,14:00:00,15,25,98;259;315;422;504;558;642;774;861;925;1054
10-27,826,907090,11:00:00,28,47,70;131;241;346;423;524;688;803;989;1118;1184;1289;1453;1625;1791;1905;2080;2163;2309;2589
10-27,860,901850,7:00:00,9,19,159;272;415;680;880;1022;1239;1540;1808;1972;2141
10-25,855,901371,17:00:00,15,36,21;235;382;725;822;995;1174;1306;1402;1607;1741;1975;2137;2345;2469;2592;2689;2772;2873;2997;3071;3195
10-29,901,902856,16:00:00,15,34,0;278;481;619;766;920;999;1236;1396;1546;1663;1821;2007;2089;2185;2281;2534;2686;2829;2901
10-27,850,906798,19:00:00,32,38,63;177;269;324;424;482;543
10-25,37,912328,7:00:00,17,32,55;224;405;657;850;987;1059;1173;1397;1517;1601;1770;1869;2054;2195;2318
