O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,pred_timeStamps
10-26,668,902916,11:00:00,12,38,106;340;432;577;714;800;883;994;1107;1391;1542;1616;1693;1905;2028;2143;2266;2646;2724;2797;2889;3018;3114;3177;3300;3423;3514
10-31,653,900188,16:00:00,34,39,48;222;325;430;536;691
10-26,855,904644,17:00:00,37,46,5;161;237;340;452;508;584;641;703;832
10-29,707,905914,8:00:00,10,24,134;202;252;480;572;842;984;1072;1183;1247;1289;1350;1396;1435;1486
10-30,908,900904,14:00:00,40,46,100;217;335;433;519;629;751
10-26,97,921463,9:00:00,16,23,36;171;439;587;706;864;1139;1403
10-29,662,900645,14:00:00,30,41,44;174;228;301;398;463;522;650;702;770;851;901
10-31,8,906926,16:00:00,12,16,48;257;485;732;987
10-28,760,901906,14:00:00,19,27,23;94;188;397;552;660;819;1110;1276
10-30,835,904429,8:00:00,20,39,293;525;770;909;999;1121;1250;1354;1444;1534;1620;1710;1824;1948;2030;2175;2318;2479;2616;2762
10-27,6001,900312,15:00:00,6,21,83;219;499;714;767;854;931;1014;1210;1358;1459;1585;1698;1789;1908;1977
10-25,907,905523,13:00:00,24,33,117;241;378;463;552;708;920;1087;1318;1391
10-27,862,932609,21:00:00,23,32,37;127;214;288;504;570;647;832;1038;1111
10-28,61102,906374,8:00:00,43,49,228;450;575;883;978;1116;1191
10-25,906,900882,11:00:00,3,11,81;280;396;555;608;729;772;823;963
10-29,629,901586,20:00:00,46,52,144;236;322;541;609;690;789
10-27,753,901064,9:00:00,25,29,17;94;220;317;365
10-27,48,962356,21:00:00,25,48,50;241;287;358;495;705;731;961;1002;1098;1276;1436;1628;1775;1884;2079;2192;2412;2555;2707;2795;2890;3035;3128
10-30,735,900556,18:00:00,15,24,23;218;318;402;481;624;733;870;920;1062
10-25,632,904186,15:00:00,32,44,2;201;322;375;512;577;692;776;874;974;1035;1097;1185
10-26,642,902990,19:00:00,18,40,40;334;507;595;673;836;996;1065;1173;1333;1468;1643;1749;1943;2255;2329;2500;2636;2794;2900;3069;3159;3280
10-27,912,907278,17:00:00,21,35,101;157;332;538;617;819;929;1170;1369;1502;1563;1995;2092;2178;2280
10-28,813,906624,14:00:00,3,23,118;193;245;324;465;637;688;751;845;1102;1224;1363;1552;1721;1789;1874;1941;2006;2064;2169;2429
10-30,806,906517,12:00:00,3,31,5;133;210;263;375;560;659;765;898;990;1088;1206;1358;1416;1614;1744;1867;1931;2031;2102;2307;2399;2580;2719;2800;2908;3115;3190;3363
10-28,753,901060,10:00:00,13,28,30;135;223;287;369;457;610;716;781;955;1029;1106;1157;1232;1353;1447
10-29,808,904629,12:00:00,27,48,98;200;295;385;482;593;653;768;831;945;1000;1099;1174;1244;1307;1370;1459;1529;1608;1670;1727;1777
10-27,315,904614,21:00:00,4,11,71;133;204;258;340;483;574;688
10-27,831,907072,9:00:00,2,25,65;117;226;273;337;547;700;847;954;1036;1160;1196;1265;1338;1533;1600;1658;1738;1929;2163;2317;2455;2793;2867
10-29,304,904223,12:00:00,2,12,35;97;217;278;354;453;543;665;789;843;927
10-26,95,921428,9:00:00,3,22,58;113;180;250;330;468;620;798;858;1150;1236;1381;1565;1811;1864;2074;2119;2225;2485;2729
10-30,672,932355,16:00:00,26,37,87;164;313;391;531;721;829;895;1106;1281;1354;1501
10-29,701,903028,8:00:00,11,16,60;136;322;454;692;797
10-28,952,906249,16:00:00,25,33,92;158;266;420;499;556;694;832;904
10-31,869,903455,10:00:00,31,42,88;219;391;558;730;834;963;1089;1166;1250;1401;1493
10-28,952,906247,18:00:00,22,34,62;313;445;602;774;937;1121;1236;1336;1736;1861;2072;2137
10-29,226,905800,20:00:00,17,27,37;91;159;238;323;398;443;528;596;639;774
10-26,685,902520,7:00:00,10,28,167;412;582;677;828;931;1053;1108;1318;1406;1546;1689;1826;1945;2055;2183;2351;2525;2681
10-31,13,902395,8:00:00,12,19,91;244;376;465;567;744;1060;1216
10-29,660,905288,12:00:00,29,33,64;143;417;604;769
10-26,855,901386,17:00:00,28,46,209;334;458;556;640;743;868;943;1068;1209;1364;1440;1543;1654;1710;1786;1842;1904;2030
10-27,952,900770,19:00:00,24,33,100;251;482;636;851;957;1081;1518;1636;1853
10-25,863,903579,17:00:00,16,37,28;174;250;390;507;766;945;1046;1247;1472;1588;1746;1875;1949;2089;2176;2313;2441;2564;2675;2967;3168
10-25,857,904017,9:00:00,30,37,87;196;320;422;521;626;731;822
10-27,665,906072,15:00:00,27,38,82;152;201;290;366;481;545;617;679;758;825;872
10-27,687,931268,9:00:00,29,40,205;255;305;407;485;549;621;703;754;794;879;907
10-29,340,903990,8:00:00,2,11,1;93;235;334;430;582;734;849;935;1186
10-25,34,906398,21:00:00,10,25,46;112;260;302;418;567;708;748;840;914;954;1025;1142;1215;1269;1386
10-26,623,904600,19:00:00,18,31,13;233;453;581;871;937;991;1054;1316;1400;1500;1587;1654;1782
10-29,604,905132,18:00:00,16,21,38;210;404;538;595;673
10-25,850,906816,11:00:00,33,38,88;183;241;344;406;471
10-26,806,906551,17:00:00,6,29,69;344;445;620;789;1046;1141;1204;1299;1413;1556;1732;1848;1959;2104;2186;2254;2358;2474;2583;2817;2920;2997;3062
10-26,175,902477,9:00:00,16,29,298;410;581;874;1021;1141;1287;1347;1507;1658;1777;1997;2191;2278
10-31,619,904706,16:00:00,21,41,65;215;312;399;593;692;828;990;1141;1639;1886;1950;2064;2233;2379;2456;2593;2745;2804;2899;3033
10-29,868,900841,10:00:00,32,36,38;108;288;357;440
10-26,606,900498,7:00:00,16,21,60;173;314;532;651;992
10-25,652,903883,7:00:00,5,22,35;101;251;470;637;757;1142;1200;1370;1517;1732;1863;1999;2167;2330;2516;2605;2683
10-31,4011,902220,14:00:00,21,28,18;126;231;315;401;441;493;570
10-31,652,903931,10:00:00,39,71,19;149;209;326;386;521;581;671;840;901;1012;1101;1184;1324;1427;1487;1598;1713;1781;1847;1928;2035;2210;2281;2326;2426;2476;2544;2763;2900;2992;3155;3266
10-30,865,907362,10:00:00,4,30,66;213;273;466;529;590;730;844;1236;1319;1405;1550;1713;1915;2156;2233;2316;2490;2621;2813;2993;3079;3229;3500;3635;3778;3935
10-28,30,942294,16:00:00,8,22,96;302;386;582;765;876;999;1078;1197;1304;1426;1565;1622;1675;1798
10-30,863,903582,20:00:00,32,39,81;180;273;351;543;706;841;887
10-28,953,921681,12:00:00,13,28,82;264;351;421;467;605;769;842;1016;1178;1308;1458;1516;1650;1905;2054
10-31,602,901786,12:00:00,42,46,61;137;204;262;380
10-28,462,901891,16:00:00,7,23,677;881;1858;1991;2301;2473;2691;2779;2980;3090;3168;3301;3381;3444;3483;3585;3716
10-28,668,902934,8:00:00,15,41,98;224;312;397;510;626;824;976;1051;1152;1374;1496;1609;1729;2106;2183;2252;2336;2460;2556;2620;2750;2876;2963;3184;3269;3343
10-28,869,903450,18:00:00,38,42,9;85;166;312;405
10-28,634,912370,10:00:00,13,33,83;173;283;401;522;663;811;908;1121;1255;1376;1502;1658;1787;1939;2043;2147;2242;2292;2446;2516
10-28,673,900222,10:00:00,17,39,51;169;238;480;664;814;1013;1144;1280;1469;1588;1678;1765;1894;2073;2169;2249;2391;2508;2624;2804;2924;3016
10-28,837,905355,18:00:00,23,27,163;319;399;604;750
10-25,321,904637,19:00:00,2,10,52;128;197;268;384;429;603;725;788
10-27,827,903598,9:00:00,13,20,142;313;415;546;667;861;1016;1394
10-30,846,921909,14:00:00,34,39,63;137;191;273;318;414
10-27,954,907447,15:00:00,27,40,161;373;549;673;847;964;1079;1256;1532;1651;1824;2010;2110;2257
10-28,828,906651,16:00:00,16,22,11;167;277;451;611;740;813
10-29,47,963829,16:00:00,40,51,121;245;383;637;776;904;1240;1453;1633;1734;1884;1990
10-27,619,904721,11:00:00,4,29,14;91;235;347;418;584;775;890;1095;1186;1357;1537;1680;1841;2058;2194;2247;2390;2476;2600;2727;2802;2868;3105;3267;3327
10-27,703,904149,19:00:00,2,29,34;217;312;431;501;574;613;675;816;865;914;1275;1493;1626;1709;1761;1813;1899;1966;2011;2153;2256;2325;2544;2776;2852;2955;3071
10-26,870,902413,17:00:00,17,35,110;332;474;644;783;994;1148;1417;1522;1647;1727;1889;2130;2268;2402;2477;2677;2862;2988
10-26,570,904738,9:00:00,23,27,181;525;800;1150;1491
10-26,327,905197,17:00:00,8,13,204;303;453;674;751;852
10-25,652,903939,7:00:00,72,84,104;243;353;478;743;941;1150;1351;1607;1662;1819;1962;2163
10-25,634,906407,17:00:00,3,25,68;143;319;587;880;974;1132;1276;1416;1493;1622;1727;1846;1971;2097;2241;2390;2491;2713;2855;2981;3105;3258
10-30,826,907042,20:00:00,40,49,43;97;173;279;332;379;453;497;568;851
10-25,901,902861,11:00:00,25,37,194;292;463;666;872;998;1136;1199;1305;1457;1697;1819;1899
10-29,878,905858,8:00:00,12,41,62;142;200;344;489;586;648;774;1023;1120;1194;1390;1565;1779;1992;2121;2208;2348;2600;2796;2915;3037;3105;3208;3340;3442;3495;3582;3646;3713
10-29,856,906893,12:00:00,37,41,56;189;317;388;552
10-26,806,906536,13:00:00,22,31,106;204;298;385;598;683;741;786;936;1058
10-29,646,906955,20:00:00,11,35,50;300;371;423;560;636;679;749;874;1060;1105;1240;1357;1464;1624;1841;1973;2094;2155;2193;2331;2369;2431;2493;2613
10-25,690,904089,9:00:00,18,47,70;147;218;304;360;431;498;562;629;736;836;938;1007;1072;1231;1402;1562;1627;1763;1882;2144;2199;2434;2535;2640;2695;2877;2955;3070;3332
10-25,610,905633,13:00:00,28,35,8;67;145;354;405;565;665;718
10-26,95,921442,21:00:00,11,22,73;123;346;413;578;682;859;928;1038;1095;1147;1217
10-31,672,902494,12:00:00,30,38,66;186;273;316;533;637;810;924;1055
10-30,670,919780,10:00:00,19,26,47;243;328;660;827;922;985;1257
10-27,671,911404,13:00:00,9,28,7;100;342;469;592;759;865;972;1053;1155;1296;1367;1494;1630;1688;1828;1913;2000;2179;2297
10-25,665,906153,7:00:00,5,26,96;203;310;355;508;606;720;780;840;921;991;1061;1150;1213;1293;1393;1453;1721;1801;1866;2066;2131
10-30,47,963839,20:00:00,34,51,40;189;403;482;636;833;996;1117;1254;1493;1653;1781;2114;2340;2490;2591;2737;2836
10-27,679,906447,15:00:00,29,35,78;182;285;378;605;703;763
10-29,855,901386,22:00:00,26,45,22;112;248;433;462;637;763;898;1131;1227;1350;1438;1599;1752;1898;2074;2148;2221;2267;2393
10-30,649,912380,12:00:00,7,19,63;253;358;482;554;686;1121;1267;1335;1434;1493;1543;1587
10-25,855,902391,17:00:00,6,23,52;107;407;565;734;964;1049;1208;1278;1606;1806;1955;2344;2404;2579;2760;2894;2992
10-25,838,902622,7:00:00,33,43,19;283;414;597;651;782;977;1137;1355;1517;1691
10-25,15,901758,9:00:00,13,17,63;153;300;372;454
10-30,539,904105,16:00:00,10,18,45;116;226;317;375;411;546;592;678
10-29,186,903645,10:00:00,38,44,78;301;469;698;954;1068;1448
10-25,600,905262,17:00:00,4,20,95;255;325;475;565;772;1001;1283;1514;1674;1848;1988;2138;2451;2602;2709;2826
10-28,808,900288,8:00:00,31,47,19;122;181;238;291;368;575;703;801;898;1004;1221;1332;1427;1550;1773;1988
10-31,608,905379,20:00:00,35,48,84;271;324;455;590;683;819;907;983;1043;1095;1166;1211;1292
10-27,829,903421,13:00:00,5,28,220;282;371;469;617;717;773;863;1034;1114;1233;1279;1404;1543;1742;1844;1925;2100;2373;2432;2566;2631;2772;2851
10-26,857,904015,17:00:00,30,38,43;108;198;311;521;673;813;897;1107
10-25,856,906661,9:00:00,26,40,37;151;216;338;408;508;607;723;815;1047;1143;1217;1286;1453;1578
10-26,47,963837,15:00:00,4,21,3;85;165;337;499;696;787;973;1119;1287;1533;1746;1964;2114;2257;2629;2706;2868
10-31,610,906389,14:00:00,24,33,59;153;216;376;456;524;713;792;897;1063
10-26,186,906509,7:00:00,24,28,28;212;311;414;498
10-27,629,901581,7:00:00,36,52,2;101;275;345;385;492;552;613;811;960;1093;1173;1305;1570;1660;1745;1919
10-27,602,901709,21:00:00,16,46,43;138;241;453;583;733;844;932;996;1089;1165;1262;1427;1580;1712;1761;1866;1987;2149;2248;2367;2506;2616;2685;2748;3017;3081;3131;3194;3247;3362
10-28,859,900451,14:00:00,48,54,80;142;202;262;343;407;487
10-29,6012,902567,8:00:00,32,37,46;103;306;404;504;583
10-29,186,906511,18:00:00,40,44,22;318;573;716;1107
10-26,652,903909,7:00:00,28,59,51;146;250;399;510;617;743;793;886;941;1048;1135;1255;1334;1466;1546;1656;1716;1818;2008;2068;2148;2250;2330;2443;2559;2634;2759;2888;2970;3048;3141
10-28,175,902464,18:00:00,6,25,97;268;503;552;787;837;926;1135;1309;1392;1611;1677;1747;1984;2047;2182;2237;2397;2514;2617
10-30,636,907049,8:00:00,17,21,109;199;323;576;702
10-25,868,906240,11:00:00,7,29,70;190;293;390;504;753;867;968;1257;1366;1523;1804;1960;2252;2388;2664;2766;2897;3040;3242;3344;3428;3504
10-28,810,904759,10:00:00,15,21,96;325;384;542;631;721;927
10-26,912,907275,7:00:00,15,31,46;193;322;561;800;1024;1256;1308;1419;1581;1603;1739;1846;2116;2333;2480;2569
10-27,631,904137,17:00:00,26,44,101;279;428;573;722;924;1032;1164;1261;1353;1504;1591;1707;1814;1963;2031;2127;2233;2309
10-27,697,906706,9:00:00,15,30,95;163;221;323;498;573;741;919;1046;1254;1449;1713;1865;1972;2107;2267
10-26,856,906660,15:00:00,21,41,113;307;552;730;1007;1121;1345;1512;1628;1806;1931;1998;2123;2212;2323;2432;2535;2668;2803;2880;3000
10-30,803,906589,18:00:00,11,23,286;567;749;994;1215;1335;1400;1500;1715;1908;2015;2157;2254
10-26,1,902746,17:00:00,12,30,86;173;258;507;666;756;842;1002;1170;1220;1292;1393;1551;1619;1690;1798;1881;1951;2017
10-29,838,921507,10:00:00,26,43,35;138;354;472;616;709;793;904;1141;1243;1395;1468;1557;1700;1865;2046;2170;2409
10-28,866,905582,18:00:00,31,38,13;86;151;235;474;518;621;1066
10-25,50,932541,13:00:00,5,16,67;137;357;446;546;765;983;1073;1193;1304;1420;1498
10-25,686,905995,17:00:00,23,48,40;110;230;303;430;494;704;844;1085;1298;1403;1480;1611;1749;1892;2033;2164;2312;2430;2551;2807;2913;3041;3115;3221;3426
10-31,606,900485,18:00:00,2,30,1031;1115;1169;1221;1292;1353;1402;1466;1523;1591;1693;1793;1953;2067;2214;2305;2421;2614;2694;2994;3209;3295;3370;3566;3725;3944;4155;4295;4423
10-31,866,905576,16:00:00,25,38,39;110;219;342;459;556;661;746;823;922;1176;1230;1343;1843
10-27,327,905197,15:00:00,4,13,67;197;303;403;631;699;824;1042;1122;1224
10-28,866,905583,16:00:00,19,37,84;248;351;509;597;717;992;1143;1284;1397;1539;1698;1817;1920;2033;2174;2274;2449;2597
10-28,901,902861,20:00:00,24,34,94;164;296;457;515;593;672;909;1039;1173;1223
10-27,859,900470,21:00:00,47,59,35;123;177;236;296;355;427;498;647;717;768;839;884
10-31,655,906100,14:00:00,3,33,59;145;280;382;449;579;691;740;804;868;981;1147;1210;1245;1351;1419;1468;1527;1597;1759;1838;1881;1965;2031;2104;2209;2290;2370;2505;2640;2719
10-29,609,900943,10:00:00,8,31,182;347;551;682;775;917;1074;1239;1452;1699;1816;1892;2082;2178;2264;2361;2480;2714;2775;2956;3082;3206;3309;3435
10-29,961,903072,18:00:00,14,34,76;329;349;459;634;819;943;1142;1345;1445;1548;1619;1723;1799;1874;1957;2014;2129;2325;2450;2567
10-31,675,905237,16:00:00,18,38,15;217;513;585;691;882;1074;1157;1448;1608;1733;1836;1948;2194;2329;2480;2749;2819;2967;3078;3197
10-27,808,900279,15:00:00,22,48,5;99;193;268;322;420;522;618;709;807;919;999;1124;1179;1293;1356;1447;1523;1594;1671;1739;1831;1901;1975;2038;2097;2150
10-29,371,904004,16:00:00,16,21,82;288;347;567;631;836
10-28,803,906593,10:00:00,2,20,55;130;219;317;424;526;694;813;971;1120;1518;1608;1724;1894;2088;2207;2400;2580;2716
10-31,827,903602,20:00:00,4,17,62;154;378;512;640;730;851;989;1082;1162;1287;1361;1532;1621
10-29,608,903866,12:00:00,36,48,59;120;253;395;495;643;741;827;907;977;1077;1129;1205
10-29,8,906931,8:00:00,11,16,23;149;379;538;712;923
10-31,859,900448,12:00:00,57,61,64;215;356;470;609
10-28,835,904431,12:00:00,59,64,125;234;354;453;513;693
10-26,878,905871,13:00:00,37,43,50;93;170;224;281;430;500
10-27,629,901594,17:00:00,44,52,191;335;463;542;670;932;1032;1153;1310
10-29,643,963805,14:00:00,24,30,53;122;228;319;467;557;627
10-28,47,963827,8:00:00,38,51,38;238;410;543;692;957;1107;1246;1636;1866;2064;2182;2306;2417
10-30,878,901926,14:00:00,8,32,118;256;471;580;735;799;858;948;1079;1182;1248;1381;1629;1726;1799;1990;2161;2369;2580;2709;2798;2940;3146;3342;3464
10-29,675,904174,18:00:00,34,39,21;146;262;366;421;572
10-28,640,903177,16:00:00,10,29,101;211;328;489;656;760;903;1033;1224;1495;1685;1820;1955;2083;2141;2204;2322;2527;2631;2849
10-25,847,906752,17:00:00,33,47,8;127;275;447;517;573;684;816;898;1013;1113;1356;1401;1477;1586
10-26,907,905525,9:00:00,29,33,93;323;476;669;739
10-26,859,900467,9:00:00,37,59,111;290;466;637;735;845;1016;1159;1272;1437;1545;1706;1791;1949;2068;2161;2232;2321;2474;2658;2750;2917;3075
10-31,906,900892,12:00:00,9,36,42;129;299;417;517;694;893;1042;1167;1433;1542;1620;1705;1877;1988;2057;2302;2504;2703;2813;2884;3029;3087;3120;3240;3308;3458;3581
10-27,629,901536,7:00:00,45,52,32;113;187;251;312;398;506;648
10-25,632,904203,13:00:00,8,35,55;122;278;361;453;575;830;984;1128;1221;1289;1377;1531;1891;2025;2162;2362;2599;2662;2753;2817;2880;2962;3145;3291;3383;3492;3600
10-26,667,905598,15:00:00,5,13,13;108;217;255;326;383;508;566;645
10-25,857,906470,11:00:00,30,37,100;213;329;409;509;616;724;811
10-27,829,900028,15:00:00,17,28,54;210;421;542;670;867;1165;1245;1400;1460;1636;1732
10-30,907,905534,20:00:00,21,33,187;345;417;575;685;819;906;997;1147;1355;1501;1710;1787
10-29,561,901731,18:00:00,27,33,57;162;241;451;500;590;736
10-30,703,904290,20:00:00,7,29,96;152;246;367;435;479;558;608;644;707;823;976;1319;1374;1400;1526;1570;1614;1674;1739;1860;1956;2128
10-26,600,905261,9:00:00,7,26,88;179;325;539;719;853;1051;1253;1404;1532;1863;2257;2418;2569;2757;2856;3082;3291;3386;3471
10-26,858,906056,9:00:00,29,37,10;93;180;362;533;708;787;987;1097
10-29,878,905498,18:00:00,10,38,102;206;346;404;457;547;652;734;794;924;1174;1273;1343;1535;1706;1915;2037;2142;2196;2292;2489;2679;2797;2917;2979;3081;3212;3320;3369
10-27,606,900485,21:00:00,10,40,50;168;293;463;562;642;804;1054;1118;1237;1297;1438;1648;1745;1860;1953;2043;2173;2293;2420;2513;2653;2753;2803;2853;2901;2946;2998;3058;3103;3186
10-26,665,906090,17:00:00,8,22,25;135;322;465;781;871;941;1161;1309;1457;1558;1942;2012;2135;2407
10-30,698,902369,14:00:00,29,42,45;138;250;355;409;459;515;565;640;700;746;812;924;998
10-31,857,904020,8:00:00,15,38,46;96;438;508;653;831;878;969;1093;1217;1327;1447;1552;1786;1880;2012;2082;2179;2276;2469;2569;2693;2751;2926
10-26,633,901616,17:00:00,23,31,298;477;582;682;742;767;896;1014;1136
10-27,402,900149,15:00:00,10,26,24;94;170;375;484;590;672;753;845;916;973;1061;1151;1230;1293;1359;1444
10-28,867,900352,16:00:00,28,35,64;204;345;502;705;835;1017;1115
10-30,961,903073,20:00:00,24,36,115;223;375;431;481;608;662;727;927;974;1051;1117;1196
10-31,856,906668,16:00:00,6,31,75;198;323;399;482;606;680;813;1007;1130;1309;1493;1591;1806;2042;2292;2526;2665;2975;3124;3277;3394;3492;3621;3725;3832
10-27,660,942286,7:00:00,5,30,23;98;186;275;383;474;561;640;785;926;1099;1309;1662;1756;1843;1934;2016;2097;2190;2288;2390;2503;2580;2666;2825;2967
10-28,910,905549,12:00:00,3,18,44;164;249;400;531;601;738;932;1053;1254;1402;1470;1559;1619;1679;1736
10-30,832,903479,16:00:00,5,29,41;145;293;521;585;901;1104;1243;1483;1687;1801;1939;1996;2060;2147;2282;2332;2438;2553;2727;2813;2996;3171;3231;3286
10-25,673,900208,9:00:00,36,43,58;234;345;429;626;782;842;895
10-29,643,963814,20:00:00,7,30,6;167;286;406;440;514;699;858;971;1138;1293;1598;1659;1912;2004;2181;2279;2383;2439;2525;2600;2739;2820;2880
10-30,698,902363,10:00:00,4,33,32;92;252;522;679;816;1132;1214;1377;1536;1662;1740;1851;1938;2050;2174;2420;2510;2613;2672;2750;2814;2934;3010;3069;3207;3306;3425;3538;3603
10-27,906,906982,7:00:00,12,21,130;294;553;827;1044;1233;1558;1713;1840;1973
10-27,3,932512,11:00:00,10,25,10;88;233;303;505;683;870;1012;1175;1339;1470;1635;1813;1899;2040;2145
10-25,841,900870,17:00:00,23,41,94;144;290;493;722;823;1121;1233;1333;1423;1601;1843;1958;2076;2193;2395;2535;2665;2789
10-27,3,932512,15:00:00,16,25,5;146;308;471;637;810;990;1077;1220;1329
10-30,951,903255,8:00:00,9,28,59;162;310;404;469;591;659;716;877;997;1118;1275;1423;1547;1762;1942;2055;2187;2449;2701
10-27,701,903020,17:00:00,9,16,98;168;279;372;583;742;989;1096
10-29,802,903049,8:00:00,20,25,28;85;289;401;485;597
10-31,706,906563,10:00:00,14,46,96;203;246;366;443;483;647;732;808;867;976;1061;1119;1195;1255;1308;1364;1557;1750;1909;2031;2090;2163;2259;2298;2340;2403;2528;2616;2695;2792;2861;2919
10-28,666,901509,18:00:00,6,15,75;277;368;534;729;814;911;1011;1184;1278
10-31,48,962350,16:00:00,31,48,31;269;320;429;621;826;1060;1223;1354;1563;1658;1890;2035;2222;2367;2468;2621;2725
10-27,668,900877,9:00:00,24,36,99;237;315;442;578;694;795;897;995;1134;1223;1281;1465
10-25,851,903517,11:00:00,17,30,58;181;247;350;557;813;953;1050;1182;1405;1492;1614;1845;1947
10-28,563,907015,16:00:00,24,29,28;83;231;321;423;544
10-28,732,900546,10:00:00,6,15,114;225;352;468;610;725;859;1016;1093;1243
10-29,766,902050,8:00:00,4,14,35;319;383;455;721;777;831;902;992;1046;1106
10-27,857,904026,19:00:00,22,38,78;192;304;385;489;579;720;808;933;999;1102;1196;1388;1521;1642;1707;1889
10-31,879,903755,14:00:00,29,36,33;173;339;402;463;651;733;850
10-28,693,907420,14:00:00,23,35,60;144;303;409;518;619;729;790;855;921;996;1185;1269
10-25,47,962347,9:00:00,23,43,48;138;392;498;611;729;928;1055;1296;1410;1602;1687;1811;2020;2093;2241;2428;2587;2709;2845;3095
10-31,847,906759,22:00:00,33,47,83;183;305;450;523;573;673;805;875;950;1030;1300;1356;1446;1586
10-29,4013,907241,12:00:00,20,26,32;105;230;288;382;472;683
10-28,634,901753,20:00:00,8,32,77;171;261;346;474;583;722;897;1042;1163;1313;1499;1600;1716;1784;1850;1953;2020;2130;2309;2404;2474;2665;2873;3154
10-28,911,903273,16:00:00,3,19,71;174;378;469;658;813;965;1021;1232;1395;1540;1775;1878;2094;2277;2466;2636
10-25,810,904765,9:00:00,4,21,127;211;298;517;668;796;991;1064;1118;1277;1345;1423;1678;1739;1898;1984;2070;2279
10-29,656,902345,20:00:00,29,34,61;130;210;305;365;482
10-28,903,906215,10:00:00,17,31,79;161;343;470;696;893;1009;1147;1237;1408;1596;1651;1735;1815;2071
10-30,871,906845,18:00:00,27,40,65;375;693;757;915;1170;1325;1466;1620;1792;1956;2062;2208;2320
10-28,95,921608,8:00:00,8,22,145;276;431;494;764;829;979;1133;1354;1386;1578;1618;1704;1919;2144
10-28,869,904364,8:00:00,19,42,19;85;209;294;362;445;619;784;866;1291;1356;1434;1543;1673;1845;2014;2188;2295;2427;2556;2636;2723;2913;3005
10-30,871,906821,16:00:00,31,40,9;170;259;359;469;616;756;830;953;1033
10-29,52,901311,16:00:00,15,21,9;141;333;413;563;820;961
10-29,856,906684,22:00:00,13,40,101;272;361;522;683;753;932;1114;1335;1571;1675;1942;2063;2181;2264;2314;2430;2503;2580;2660;2751;2818;3019;3091;3134;3185;3330;3440
10-28,186,906488,12:00:00,34,44,66;124;206;460;586;744;882;1077;1398;1497;1846
10-30,700,906442,10:00:00,29,37,32;165;264;364;502;594;754;811;885
10-27,804,905248,17:00:00,4,22,147;341;470;771;926;1105;1258;1437;1564;1682;1805;2070;2279;2329;2468;2741;3079;3323;3474
10-31,37,912321,8:00:00,21,31,92;242;354;450;515;625;760;878;1019;1079;1169
10-26,851,903506,21:00:00,17,27,196;282;335;442;511;639;762;829;872;961;1081
10-26,606,900500,11:00:00,18,40,57;203;277;436;652;763;888;999;1106;1250;1377;1517;1621;1745;1848;1899;1948;1995;2041;2092;2162;2203;2303
10-27,696,900116,15:00:00,8,14,354;660;883;1050;1231;1399;1487
10-28,459,905404,20:00:00,31,44,43;186;352;432;481;546;653;722;788;831;886;978;1058;1127
10-26,695,900106,13:00:00,8,21,9;132;215;288;411;483;585;736;830;926;977;1047;1199;1283
10-25,605,901286,13:00:00,16,28,5;87;204;490;635;2459;2511;2668;2723;2841;2903;2991;3088
10-31,902,905381,14:00:00,15,24,18;149;466;645;813;982;1080;1230;1291;1345
10-28,308,901349,12:00:00,9,20,78;133;182;372;784;871;975;1043;1122;1217;1255;1316
10-26,643,963825,9:00:00,22,30,85;214;346;416;538;646;805;901;980
10-29,953,904270,16:00:00,17,28,54;198;368;447;631;802;945;1109;1185;1317;1579;1734
10-28,808,904631,14:00:00,4,32,57;428;509;644;787;986;1109;1208;1398;1511;1761;1853;1906;1970;2042;2134;2193;2281;2391;2520;2616;2694;2756;2856;2960;3057;3150;3250;3364
10-27,95,900481,15:00:00,8,22,76;237;357;472;539;787;870;1076;1185;1377;1445;1545;1613;1670;1740
10-30,6012,906227,8:00:00,10,28,84;280;480;761;943;1162;1378;1625;1880;2053;2221;2435;2605;2776;2861;3060;3149;3214;3539
10-26,824,907210,19:00:00,12,40,11;154;294;363;540;595;656;723;800;940;1006;1062;1113;1182;1234;1306;1390;1496;1587;1675;1746;1852;1993;2098;2157;2222;2378;2481;2526
10-26,855,904644,11:00:00,40,45,150;344;429;512;568;704
10-27,808,904631,13:00:00,40,47,75;191;408;532;639;776;1018;1257
10-25,32,941330,13:00:00,16,20,33;175;287;363;411
10-28,20,904651,10:00:00,18,32,26;150;204;263;444;516;671;786;898;1193;1293;1403;1550;1761;2027
10-27,846,921917,21:00:00,13,38,33;97;158;309;386;428;502;561;636;749;799;899;979;1088;1169;1446;1536;1625;1739;1895;2040;2197;2379;2556;2754;2801
10-30,907,905513,18:00:00,24,33,20;157;310;415;525;701;935;1105;1364;1461
10-31,806,906517,10:00:00,24,31,43;146;378;485;564;628;798;937
10-26,6002,900330,9:00:00,13,29,85;175;416;601;704;812;925;997;1101;1187;1266;1414;1482;1564;1771;1905;1971
10-29,963,903522,8:00:00,25,35,40;224;357;436;537;775;908;968;1016;1117;1196
10-26,339,901015,9:00:00,7,13,74;139;238;350;427;543;663
10-28,870,901400,18:00:00,34,38,113;221;353;502;581
10-27,560,903850,13:00:00,8,12,92;277;373;586;728
10-28,220,907363,8:00:00,18,22,78;180;233;277;329
10-25,857,906469,7:00:00,13,35,41;150;210;336;517;657;856;974;1145;1293;1410;1640;1749;1969;2169;2441;2592;2726;2865;3016;3145;3272;3405
